Italy.Root.Sw.Sw11.3.ITS1	Italy.Soil.It.Sw11.3.ITS1	Italy.Root.Sw.Sw43.2.ITS1	Italy.Soil.It.Sw11.2.ITS1	Italy.Soil.Sw.It41.3.ITS1	Italy.Soil.It.Sw7.3.ITS1	Italy.Soil.It.It24.3.ITS1	Italy.Root.Sw.It32.2.ITS1	Italy.Soil.Sw.It32.1.ITS1	Italy.Soil.Sw.Sw47.2.ITS1	Italy.Soil.Sw.It15.2.ITS1	Italy.Soil.It.It15.3.ITS1	Italy.Root.Sw.Sw47.3.ITS1	Italy.Soil.Sw.It24.3.ITS1	Italy.Soil.It.It41.3.ITS1	Italy.Root.Sw.It24.1.ITS1	Italy.Soil.Sw.It15.1.ITS1	Italy.Root.Sw.Sw7.1.ITS1	Italy.Soil.It.It32.2.ITS1	Italy.Root.Sw.Sw11.1.ITS1	Italy.Soil.It.It32.3.ITS1	Italy.Soil.It.It41.1.ITS1	Italy.Soil.It.Sw11.1.ITS1	Italy.Soil.It.It24.2.ITS1	Italy.Soil.Sw.Sw7.2.ITS1	Italy.Soil.It.Sw43.2.ITS1	Italy.Root.Sw.Sw47.2.ITS1	Italy.Root.Sw.It24.3.ITS1	Italy.Root.Sw.Sw47.1.ITS1	Italy.Soil.It.Sw7.1.ITS1	Italy.Soil.Sw.It15.3.ITS1	Italy.Root.Sw.It24.2.ITS1	Italy.Soil.Sw.Sw47.1.ITS1	Italy.Soil.It.Sw47.1.ITS1	Italy.Root.Sw.It41.3.ITS1	Italy.Root.Sw.Sw43.3.ITS1	Italy.Soil.Sw.Sw43.3.ITS1	Italy.Root.Sw.It32.3.ITS1	Italy.Soil.Sw.Sw11.1.ITS1	Italy.Root.Sw.It41.2.ITS1	Italy.Root.Sw.Sw43.1.ITS1	Italy.Soil.It.Sw43.3.ITS1	Italy.Soil.It.It15.2.ITS1	Italy.Soil.It.Sw47.2.ITS1	Italy.Soil.Sw.It32.3.ITS1	Italy.Soil.Sw.It24.2.ITS1	Italy.Soil.Sw.Sw43.1.ITS1	Italy.Soil.Sw.Sw11.3.ITS1	Italy.Root.Sw.It41.1.ITS1	Italy.Soil.It.Sw43.1.ITS1	Italy.Soil.Sw.Sw43.2.ITS1	Italy.Soil.Sw.It32.2.ITS1	Italy.Soil.It.It41.2.ITS1	Italy.Root.Sw.It15.1.ITS1	Italy.Soil.It.Sw47.3.ITS1	Italy.Soil.Sw.Sw11.2.ITS1	Italy.Soil.Sw.It24.1.ITS1	Italy.Soil.Sw.Sw7.3.ITS1	Italy.Soil.Sw.Sw47.3.ITS1	Italy.Root.Sw.It15.2.ITS1	Italy.Root.Sw.Sw7.2.ITS1	Italy.Root.Sw.It15.3.ITS1	Italy.Soil.Sw.Sw7.1.ITS1	Italy.Soil.It.Sw7.2.ITS1	Italy.Soil.Sw.It41.2.ITS1	Italy.Soil.Sw.It41.1.ITS1	Italy.Root.Sw.Sw7.3.ITS1	Italy.Soil.It.It24.1.ITS1	Italy.Soil.It.It15.1.ITS1	Italy.Soil.It.It32.1.ITS1	Italy.Root.Sw.Sw11.2.ITS1	Italy.Root.Sw.It32.1.ITS1	Italy.Root.It.Sw7.1.ITS1	Sweden.Root.Sw.Sw.6.ITS1	Italy.Root.It.It32.2.ITS1	Sweden.Soil.Sw.Sw.2.ITS1	Sweden.Root.Sw.Sw.2.ITS1	Italy.Soil.Unplanted.Ita.1.ITS1	Sweden.Root.Sw.Sw.1.ITS1	Sweden.DP.Soil.Sw.Sw.3.ITS1	Sweden.Root.Sw.Sw.3.ITS1	Italy.Root.It.It41.1.ITS1	Sweden.Root.Sw.Sw.4.ITS1	Italy.Root.It.Sw7.2.ITS1	Sweden.Soil.Unplanted.Sw.3.ITS1	Italy.Root.It.It24.3.ITS1	Sweden.DP.Soil.Sw.It.3.ITS1	Italy.Soil.Unplanted.Ita.2.ITS1	Sweden.Soil.Sw.Sw.5.ITS1	Italy.Root.It.Sw7.3.ITS1	Sweden.Soil.Sw.Sw.1.ITS1	Italy.Root.It.Sw43.2.ITS1	Italy.Root.It.It15.1.ITS1	Italy.Root.It.It15.2.ITS1	Italy.Root.It.It41.3.ITS1	Sweden.DP.Soil.Sw.Sw.1.ITS1	Sweden.Soil.It.Sw.2.ITS1	Sweden.Soil.Unplanted.It.2.ITS1	Sweden.Soil.It.Sw.1.ITS1	Italy.Root.It.Sw43.1.ITS1	Sweden.Root.Sw.Sw.5.ITS1	Sweden.DP.Soil.It.Sw.1.ITS1	Sweden.Root.It.Sw.1.ITS1	Sweden.Root.It.Sw.4.ITS1	Italy.Soil.Unplanted.Swe2.ITS1	Sweden.Soil.Unplanted.It.1.ITS1	Italy.Root.It.Sw47.2.ITS1	Italy.Root.It.Sw43.3.ITS1	Italy.Root.It.It41.2.ITS1	Sweden.DP.Soil.Sw.It.1.ITS1	Italy.Root.It.Sw11.1.ITS1	Sweden.Soil.Sw.Sw.4.ITS1	Sweden.Soil.It.Sw.6.ITS1	Sweden.Soil.Unplanted.Sw.2.ITS1	Italy.Root.It.Sw11.2.ITS1	Italy.Soil.Unplanted.Swe1.ITS1	Sweden.Root.It.Sw.3.ITS1	Italy.Root.It.Sw11.3.ITS1	Sweden.Soil.Sw.Sw.6.ITS1	Sweden.Soil.Unplanted.Sw.1.ITS1	Italy.Soil.Unplanted.Swe3.ITS1	Sweden.Root.It.Sw.6.ITS1	Italy.Root.It.It24.2.ITS1	Italy.Root.It.Sw47.1.ITS1	Italy.Root.It.Sw47.3.ITS1	Sweden.Soil.It.Sw.5.ITS1	Sweden.DP.Soil.It.It.3.ITS1	Italy.Root.It.It24.1.ITS1	Sweden.Soil.Sw.Sw.3.ITS1	Sweden.DP.Soil.Sw.It.2.ITS1	Sweden.DP.Soil.It.Sw.3.ITS1	Italy.Root.It.It32.1.ITS1	Sweden.DP.Soil.Sw.Sw.2.ITS1	Sweden.Root.It.Sw.5.ITS1	Sweden.Soil.It.Sw.3.ITS1	Sweden.DP.Soil.It.It.2.ITS1	Sweden.Root.It.Sw.2.ITS1	Sweden.Soil.Unplanted.It.3.ITS1	Italy.Root.It.It32.3.ITS1	Sweden.DP.Soil.It.It.1.ITS1	Italy.Root.It.It15.3.ITS1	Sweden.DP.Soil.It.Sw.2.ITS1	Sweden.Soil.It.Sw.4.ITS1	Italy.Soil.Unplanted.Ita.3.ITS1
OTU_860	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	5	0	10	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_999	5	0	0	0	24	1	0	0	1	0	0	0	0	0	7	3	14	0	0	0	7	12	0	6	1	0	0	0	1	2	3	0	4	1	3	1	16	0	8	4	0	0	0	8	0	1	1	10	0	0	3	3	1	0	0	0	2	7	14	0	0	0	0	4	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0
OTU_1150	0	0	0	0	1	0	0	0	0	1	6	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	3	0	20	0	0	0	1	0	0	0	0	0	0	0	10	1	0	0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_846	0	13	0	4	2	0	2	0	0	3	5	8	0	0	1	5	26	0	2	0	1	0	2	0	0	5	0	0	0	0	3	0	3	0	0	0	2	0	1	0	0	0	9	1	0	0	1	1	0	3	2	7	5	0	2	0	17	6	1	0	0	0	0	1	0	1	0	5	1	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_1880	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_443	0	10	0	77	0	0	10	0	0	0	0	0	0	1	3	0	0	0	0	0	1	0	27	5	0	45	0	0	0	43	0	0	0	3	0	0	0	0	2	0	0	0	302	0	0	6	0	0	0	0	0	0	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_852	0	347	0	32	3	34	2	12	44	186	40	4	28	6	11	0	112	88	3	0	11	52	57	22	57	8	19	3	26	9	16	5	18	104	0	5	1	0	25	6	0	46	145	282	3	94	46	11	7	12	17	57	5	14	5	21	0	6	9	0	13	0	8	10	19	4	0	36	4	7	0	0	10	0	3	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	140	0	0	0	0	11	9	0	0	0	0	0	0	0	0	6	0	4	1	0	0	4	1	0	9	0	0	1	0	4	14	1	2	0	1	0	0	0	1	7	0	0	0	0	0	9	5	2	0	0	0
OTU_855	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_441	0	209	0	17	0	11	6	0	0	0	0	19	0	0	3	0	0	0	4	0	2	5	8	5	0	18	0	0	0	14	2	0	2	1	1	0	0	0	0	0	0	7	13	6	0	0	0	0	0	7	0	0	3	0	5	0	0	0	0	0	0	0	1	0	1	0	0	2	2	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	8	0	1	0	0	0	0	3	0	4	11	26	0	0	7	0	0	0	10	0	0	0	0	0	0	57	0	0	0	6	0	0	0	0	15	0	1	0	8	0	0	0	0	3	0	0	2	10	3	3	4	0	0	1	0	6	4
OTU_590	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	304	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_947	0	0	0	6	0	84	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	12	0	0	2	0	0	0	4	0	0	3	0	0	0	0	0	10	0	0	3	0	56	1	0	0	0	0	5	0	0	1	0	4	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	4	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	3	0	1	0	10	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	4	0	0	0	13	0	3	2	0	9	0	0	0	1	3	0	2	0	0	0	3	1	1
OTU_230	0	0	0	0	16	1	0	1	5	2	5	0	0	71	0	11	32	3	0	0	0	0	0	0	0	0	0	4	0	0	84	0	4	0	0	0	6	4	2	0	0	0	0	0	2	6	1	5	1	3	3	2	0	0	0	73	1	6	3	1	10	0	0	0	1	2	0	0	0	0	0	0	0	21	0	119	47	0	57	25	53	0	24	0	6	0	149	0	26	0	53	0	0	0	0	60	2	0	2	0	32	4	0	0	3	0	0	0	0	61	0	121	0	17	0	19	0	0	108	7	4	0	0	0	0	0	0	0	61	93	0	0	138	0	0	0	0	10	3	1	0	0	0	0
OTU_887	0	23	4	6	0	11	1	0	0	1	7	0	0	0	4	1	7	0	2	0	5	91	5	0	0	25	2	1	0	0	0	0	0	2	0	0	0	5	3	0	0	1	9	0	1	0	5	5	0	14	0	1	2	0	0	0	0	1	0	0	0	0	6	0	1	1	0	0	1	2	0	0	0	0	0	0	0	9	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_898	0	2	0	0	0	0	2	0	0	0	1	8	0	2	0	0	2	0	0	0	1	1	1	0	0	3	0	0	0	0	0	1	6	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	4	0	0	0	2	101	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_851	1	0	0	0	5	0	0	2	1	5	14	0	0	1	0	3	23	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	8	0	0	0	3	0	3	1	2	0	0	0	11	30	21	10	1	0	2	0	0	0	0	24	3	15	6	0	0	1	1	0	7	5	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	4	0	1	0	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	21	0	0	0	0	2	0	1	0	4	0	7	0	0	1	2	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
OTU_1228	0	0	60	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	6	0	0	0	0	0	6	0	0	1	0	0	11	0	53	0	1	2	1	0	0	1	0	0	2	0	0	0	0	0	0	0	1	2	20	0	0	0	0	1	0	0
OTU_533	0	40	0	14	5	29	10	0	8	8	37	23	0	7	7	1	32	2	6	0	3	15	30	1	14	32	0	0	0	5	2	0	16	3	0	0	5	0	7	0	0	24	17	11	6	7	18	5	0	17	4	4	12	2	19	8	4	1	3	0	0	0	1	1	8	5	0	3	0	3	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	39	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_290	0	151	0	128	0	24	10	0	0	1	0	84	0	1	9	0	9	10	5	0	9	42	31	9	3	96	0	0	0	13	1	0	0	11	0	0	0	0	4	0	0	49	49	16	0	0	0	1	0	20	1	1	6	0	27	0	1	0	4	0	0	0	21	156	1	1	0	4	7	6	0	0	0	0	2	0	0	5	0	0	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	0	0	0	1	6	0	0	1	0	1	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_115	0	1	0	57	0	13	0	0	0	1	3	9	0	0	2	97	7	0	1	0	4	1	29	55	3	2	0	0	0	1	0	0	0	1	0	0	2	44	6	0	0	1	61	1	8	0	1	0	0	60	1	0	65	2	0	0	13	0	0	0	0	0	0	0	0	0	0	14	3	2	0	0	31	0	0	0	0	0	0	0	0	7	0	0	0	392	0	0	0	0	0	18	0	0	1	0	0	0	2	2	0	0	3	1	3	8	0	1	3180	0	0	0	2	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	1	0
OTU_1493	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1442	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
OTU_193	0	31	0	0	0	54	1	0	2	0	0	13	9	0	11	0	0	0	0	0	1	2	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	20	0	0	1648	0	13	24	0	1	3	3	0	1	1	1	0	1	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	3	0	2	3	0	0	0	0	162	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1349	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1	93	0	0	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1917	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	72	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_433	0	0	0	0	1	0	0	20	0	43	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	30	193	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	1	4	38	5	0	0	24	0	0	0	0	0	0	0	0	0	0	0	4	0	98	64	0	3	4	0	0	4	0	11	0	2	0	1	0	8	0	0	0	0	8	0	0	0	0	30	0	0	0	0	0	0	0	0	17	0	3	0	4	0	3	0	0	30	2	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_515	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_455	11	9	63	11	4	22	19	1	9	4	16	24	0	3	10	1	13	1	4	7	2	20	12	1	4	13	8	1	2	15	7	0	33	4	2	5	5	1	16	0	8	18	19	138	9	0	5	10	4	2	2	4	3	15	9	0	0	16	7	0	7	0	4	3	3	4	15	5	1	2	0	0	15	0	8	0	0	6	0	0	0	0	0	3	0	2	0	2	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	12	0	0	0	0	0	24	10	0	2	0	0	0	0	2	0	0	3	0	30	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	3
OTU_1144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_635	0	58	0	0	0	1	0	0	0	0	0	3	0	0	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_866	0	0	0	0	0	0	8	0	28	2	4	2	0	28	0	5	3	0	0	0	0	1	3	2	0	10	0	3	0	44	0	0	5	1	0	0	3	0	2	3	0	11	2	0	0	0	0	1	0	0	0	0	0	0	2	2	0	1	4	2	0	0	1	0	115	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
OTU_1406	0	2	0	1	20	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	14	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	5	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	4	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_329	0	0	0	0	0	35	7	1	0	7	0	37	16	2	1	0	38	0	0	66	3	1	32	1	2	5	11	0	201	1	1	13	0	2	0	0	0	0	4	43	85	0	6	1	1	4	6	7	2	4	9	5	36	0	3	0	0	8	0	2	0	0	4	1	15	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0	0	0	0	0	9	0	0	0	160	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
OTU_713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	311	6	0	0	30	0	0	0	0	0	0	0	0	32	49	0	48	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	12	13	0	0	0	131	0	12	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
